,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,SimCo,SimCo_exit_status,Autfilt,Autfilt_exit_status,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo+,SimCo+_exit_status
204,data/automata/practice/practice_automata.hoa:2958185.1-2961034.7,7,150,2691,5533,2,39,88,1,0,1122.0,ok,50.0,ok,50.0,ok,50.0,ok,273.0,ok
205,data/automata/practice/practice_automata.hoa:2961035.1-2961919.7,3,147,729,790,4,141,130,1,0,858.0,ok,18.0,ok,15.0,ok,20.0,ok,236.0,ok
206,data/automata/practice/practice_automata.hoa:2961920.1-2961963.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
207,data/automata/practice/practice_automata.hoa:2961964.1-2962076.7,2,24,80,83,2,20,18,1,0,71.0,ok,10.0,ok,9.0,ok,10.0,ok,41.0,ok
208,data/automata/practice/practice_automata.hoa:2962077.1-2962770.7,4,81,604,685,2,17,17,1,0,14013.0,ok,63.0,ok,37.0,ok,65.0,ok,440.0,ok
209,data/automata/practice/practice_automata.hoa:2962771.1-2965414.7,9,124,2511,17653,2,34,66,1,0,,timeout,43.0,ok,41.0,ok,44.0,ok,285.0,ok
210,data/automata/practice/practice_automata.hoa:2965415.1-2966860.7,7,96,1341,3549,2,38,56,1,0,624.0,ok,36.0,ok,36.0,ok,36.0,ok,151.0,ok
211,data/automata/practice/practice_automata.hoa:2966861.1-2967350.7,3,119,362,875,2,44,20,1,0,1742.0,ok,94.0,ok,74.0,ok,88.0,ok,469.0,ok
212,data/automata/practice/practice_automata.hoa:2967351.1-2967394.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
213,data/automata/practice/practice_automata.hoa:2967395.1-3023630.7,4,11358,44869,45990,3,4924,7285,1,0,,timeout,11643.0,ok,10344.0,ok,,timeout,,timeout
214,data/automata/practice/practice_automata.hoa:3023631.1-3023728.7,3,23,66,66,2,18,14,1,0,102.0,ok,9.0,ok,8.0,ok,8.0,ok,31.0,ok
215,data/automata/practice/practice_automata.hoa:3023729.1-3023774.7,2,9,28,28,2,8,7,1,0,42.0,ok,5.0,ok,5.0,ok,5.0,ok,19.0,ok
216,data/automata/practice/practice_automata.hoa:3023775.1-3023796.7,1,4,9,9,2,4,3,1,0,14.0,ok,3.0,ok,2.0,ok,2.0,ok,6.0,ok
217,data/automata/practice/practice_automata.hoa:3023797.1-3024090.7,5,34,251,476,2,19,25,1,0,254.0,ok,12.0,ok,5.0,ok,14.0,ok,102.0,ok
218,data/automata/practice/practice_automata.hoa:3024091.1-3025763.7,4,439,1225,1390,2,159,105,1,0,5759.0,ok,299.0,ok,218.0,ok,252.0,ok,2062.0,ok
219,data/automata/practice/practice_automata.hoa:3025764.1-3025862.7,2,19,71,80,2,14,9,1,0,264.0,ok,21.0,ok,19.0,ok,17.0,ok,98.0,ok
220,data/automata/practice/practice_automata.hoa:3025863.1-3025884.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
221,data/automata/practice/practice_automata.hoa:3025885.1-3025910.7,1,6,11,11,2,6,3,1,0,18.0,ok,5.0,ok,4.0,ok,4.0,ok,10.0,ok
222,data/automata/practice/practice_automata.hoa:3025911.1-3032180.7,4,540,5721,8568,2,282,396,1,0,7337.0,ok,17.0,ok,16.0,ok,17.0,ok,1606.0,ok
223,data/automata/practice/practice_automata.hoa:3032181.1-3032199.7,1,3,6,6,2,3,0,0,0,11.0,ok,5.0,ok,3.0,ok,2.0,ok,7.0,ok
224,data/automata/practice/practice_automata.hoa:3032200.1-3032248.7,3,12,28,28,2,5,6,1,0,122.0,ok,10.0,ok,9.0,ok,10.0,ok,47.0,ok
225,data/automata/practice/practice_automata.hoa:3032249.1-3032320.7,3,13,50,56,2,10,10,1,0,60.0,ok,6.0,ok,5.0,ok,4.0,ok,30.0,ok
226,data/automata/practice/practice_automata.hoa:3032321.1-3033236.7,2,209,698,768,2,45,35,1,0,3544.0,ok,175.0,ok,126.0,ok,144.0,ok,948.0,ok
227,data/automata/practice/practice_automata.hoa:3033237.1-3033275.7,2,6,24,24,2,2,2,1,0,90.0,ok,11.0,ok,6.0,ok,7.0,ok,34.0,ok
228,data/automata/practice/practice_automata.hoa:3033276.1-3033302.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
229,data/automata/practice/practice_automata.hoa:3033303.1-3033328.7,1,6,11,11,2,6,3,1,0,18.0,ok,5.0,ok,4.0,ok,4.0,ok,10.0,ok
230,data/automata/practice/practice_automata.hoa:3033329.1-3033365.7,3,6,22,40,2,3,2,1,0,81.0,ok,5.0,ok,4.0,ok,5.0,ok,26.0,ok
231,data/automata/practice/practice_automata.hoa:3033366.1-3033554.7,3,28,152,243,2,28,20,1,0,237.0,ok,28.0,ok,9.0,ok,10.0,ok,117.0,ok
232,data/automata/practice/practice_automata.hoa:3033555.1-3033806.7,8,27,216,468,2,8,19,1,0,160.0,ok,9.0,ok,9.0,ok,9.0,ok,42.0,ok
233,data/automata/practice/practice_automata.hoa:3033807.1-3035666.7,5,170,1681,1681,2,53,97,1,0,1071.0,ok,54.0,ok,53.0,ok,53.0,ok,291.0,ok
234,data/automata/practice/practice_automata.hoa:3035667.1-3035688.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
235,data/automata/practice/practice_automata.hoa:3035689.1-3035710.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
236,data/automata/practice/practice_automata.hoa:3035711.1-3035737.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
237,data/automata/practice/practice_automata.hoa:3035738.1-3036431.7,3,81,604,685,2,17,17,1,0,7731.0,ok,62.0,ok,36.0,ok,64.0,ok,253.0,ok
238,data/automata/practice/practice_automata.hoa:3036432.1-3036457.7,2,4,13,16,2,3,2,1,0,72.0,ok,7.0,ok,3.0,ok,5.0,ok,25.0,ok
239,data/automata/practice/practice_automata.hoa:3036458.1-3040280.7,8,194,3620,12542,2,71,114,1,0,,timeout,22.0,ok,21.0,ok,23.0,ok,355.0,ok
240,data/automata/practice/practice_automata.hoa:3040281.1-3041132.7,3,100,743,780,2,37,71,1,0,1405.0,ok,114.0,ok,52.0,ok,48.0,ok,353.0,ok
241,data/automata/practice/practice_automata.hoa:3041133.1-3043198.7,4,219,1838,1851,2,67,133,1,0,1471.0,ok,74.0,ok,69.0,ok,18.0,ok,578.0,ok
242,data/automata/practice/practice_automata.hoa:3043199.1-3052041.7,3,1933,6901,7393,4,550,925,1,0,34484.0,ok,424.0,ok,183.0,ok,247.0,ok,4249.0,ok
243,data/automata/practice/practice_automata.hoa:3052042.1-3055551.7,3,863,2638,3085,3,207,328,1,0,19864.0,ok,296.0,ok,141.0,ok,221.0,ok,3279.0,ok
244,data/automata/practice/practice_automata.hoa:3055552.1-3055606.7,6,22,24,24,2,22,0,0,0,51.0,ok,22.0,ok,10.0,ok,10.0,ok,44.0,ok
245,data/automata/practice/practice_automata.hoa:3055607.1-3055668.7,2,11,42,53,2,11,9,1,0,63.0,ok,5.0,ok,3.0,ok,4.0,ok,29.0,ok
246,data/automata/practice/practice_automata.hoa:3055669.1-3055734.7,1,14,43,43,2,12,10,1,0,78.0,ok,2.0,ok,1.0,ok,2.0,ok,31.0,ok
247,data/automata/practice/practice_automata.hoa:3055735.1-3056428.7,3,81,604,685,2,17,17,1,0,7731.0,ok,62.0,ok,36.0,ok,64.0,ok,253.0,ok
248,data/automata/practice/practice_automata.hoa:3056429.1-3057313.7,3,147,729,790,4,141,130,1,0,858.0,ok,18.0,ok,15.0,ok,20.0,ok,236.0,ok
249,data/automata/practice/practice_automata.hoa:3057314.1-3058759.7,7,96,1341,3549,2,38,56,1,0,624.0,ok,36.0,ok,36.0,ok,36.0,ok,151.0,ok
250,data/automata/practice/practice_automata.hoa:3058760.1-3058811.7,1,20,23,23,2,14,4,1,0,33.0,ok,10.0,ok,10.0,ok,10.0,ok,27.0,ok
251,data/automata/practice/practice_automata.hoa:3058812.1-3058837.7,1,5,12,12,2,4,3,1,0,41.0,ok,3.0,ok,2.0,ok,3.0,ok,14.0,ok
252,data/automata/practice/practice_automata.hoa:3058838.1-3058892.7,1,15,30,30,2,11,0,0,0,41.0,ok,19.0,ok,5.0,ok,11.0,ok,38.0,ok
253,data/automata/practice/practice_automata.hoa:3058893.1-3058914.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
254,data/automata/practice/practice_automata.hoa:3058915.1-3067429.7,6,526,7980,10643,2,124,297,1,0,3177.0,ok,185.0,ok,185.0,ok,185.0,ok,829.0,ok
255,data/automata/practice/practice_automata.hoa:3067430.1-3068396.7,4,295,663,663,3,137,102,1,0,2308.0,ok,99.0,ok,62.0,ok,65.0,ok,569.0,ok
256,data/automata/practice/practice_automata.hoa:3068397.1-3068521.7,1,39,77,83,2,38,23,1,0,105.0,ok,16.0,ok,16.0,ok,16.0,ok,82.0,ok
257,data/automata/practice/practice_automata.hoa:3068522.1-3069215.7,4,81,604,685,2,17,17,1,0,14013.0,ok,63.0,ok,37.0,ok,65.0,ok,440.0,ok
258,data/automata/practice/practice_automata.hoa:3069216.1-3071281.7,4,219,1838,1851,2,67,133,1,0,1471.0,ok,74.0,ok,69.0,ok,18.0,ok,578.0,ok
259,data/automata/practice/practice_automata.hoa:3071282.1-3071848.7,6,54,504,715,2,32,39,1,0,613.0,ok,22.0,ok,22.0,ok,12.0,ok,164.0,ok
260,data/automata/practice/practice_automata.hoa:3071849.1-3072035.7,2,45,133,156,2,44,0,0,0,124.0,ok,47.0,ok,47.0,ok,47.0,ok,95.0,ok
261,data/automata/practice/practice_automata.hoa:3072036.1-3092187.7,8,2104,18039,73255,2,522,961,1,0,,timeout,7519.0,ok,7855.0,ok,5708.0,ok,,timeout
262,data/automata/practice/practice_automata.hoa:3092188.1-3373587.7,8,22276,259115,1219422,2,6383,11614,1,0,,timeout,,timeout,,timeout,,timeout,,exit code
263,data/automata/practice/practice_automata.hoa:3373588.1-3375793.7,3,709,1488,1488,2,259,227,1,0,5956.0,ok,821.0,ok,429.0,ok,380.0,ok,1424.0,ok
264,data/automata/practice/practice_automata.hoa:3375794.1-3376912.7,3,310,800,1139,2,76,80,1,0,4208.0,ok,192.0,ok,108.0,ok,120.0,ok,1154.0,ok
265,data/automata/practice/practice_automata.hoa:3376913.1-3376939.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
266,data/automata/practice/practice_automata.hoa:3376940.1-3377084.7,5,22,114,150,2,16,16,1,0,173.0,ok,8.0,ok,7.0,ok,6.0,ok,62.0,ok
267,data/automata/practice/practice_automata.hoa:3377085.1-3483359.7,5,18202,88064,102586,3,6931,6024,1,0,,timeout,29816.0,ok,17083.0,ok,25282.0,ok,,timeout
268,data/automata/practice/practice_automata.hoa:3483360.1-3483403.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
269,data/automata/practice/practice_automata.hoa:3483404.1-3487181.7,3,1097,2672,2672,3,496,450,1,0,6811.0,ok,824.0,ok,438.0,ok,406.0,ok,1360.0,ok
270,data/automata/practice/practice_automata.hoa:3487182.1-3511689.7,3,1993,22506,22681,2,1066,1926,1,0,6146.0,ok,46.0,ok,41.0,ok,47.0,ok,2574.0,ok
271,data/automata/practice/practice_automata.hoa:3511690.1-3511728.7,2,6,24,24,2,2,2,1,0,90.0,ok,11.0,ok,6.0,ok,7.0,ok,34.0,ok
272,data/automata/practice/practice_automata.hoa:3511729.1-3512422.7,3,81,604,685,2,17,17,1,0,7731.0,ok,62.0,ok,36.0,ok,64.0,ok,253.0,ok
273,data/automata/practice/practice_automata.hoa:3512423.1-3512541.7,2,23,87,96,2,18,11,1,0,290.0,ok,24.0,ok,18.0,ok,19.0,ok,106.0,ok
274,data/automata/practice/practice_automata.hoa:3512542.1-3512568.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
275,data/automata/practice/practice_automata.hoa:3512569.1-3513792.7,5,116,1099,1099,2,35,61,1,0,857.0,ok,42.0,ok,41.0,ok,41.0,ok,209.0,ok
276,data/automata/practice/practice_automata.hoa:3513793.1-3514024.7,2,47,176,198,2,24,26,1,0,470.0,ok,35.0,ok,40.0,ok,34.0,ok,167.0,ok
277,data/automata/practice/practice_automata.hoa:3514025.1-3514774.7,3,131,610,610,3,49,67,1,0,8495.0,ok,47.0,ok,106.0,ok,29.0,ok,1039.0,ok
278,data/automata/practice/practice_automata.hoa:3514775.1-3514793.7,1,3,6,6,2,3,0,0,0,11.0,ok,5.0,ok,3.0,ok,2.0,ok,7.0,ok
279,data/automata/practice/practice_automata.hoa:3514794.1-3515190.7,6,40,348,573,2,25,30,1,0,294.0,ok,14.0,ok,9.0,ok,17.0,ok,119.0,ok
280,data/automata/practice/practice_automata.hoa:3515191.1-3516075.7,3,147,729,790,4,141,130,1,0,858.0,ok,18.0,ok,15.0,ok,20.0,ok,236.0,ok
281,data/automata/practice/practice_automata.hoa:3516076.1-3516876.7,2,180,612,669,2,36,54,1,0,2644.0,ok,231.0,ok,118.0,ok,141.0,ok,897.0,ok
282,data/automata/practice/practice_automata.hoa:3516877.1-3516982.7,4,16,81,256,2,16,15,1,0,201.0,ok,16.0,ok,1.0,ok,2.0,ok,90.0,ok
283,data/automata/practice/practice_automata.hoa:3516983.1-3518101.7,3,310,800,1139,2,76,80,1,0,4208.0,ok,192.0,ok,108.0,ok,120.0,ok,1154.0,ok
284,data/automata/practice/practice_automata.hoa:3518102.1-3518145.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
285,data/automata/practice/practice_automata.hoa:3518146.1-3518542.7,4,48,340,445,3,32,34,1,0,21224.0,ok,53.0,ok,55.0,ok,23.0,ok,555.0,ok
286,data/automata/practice/practice_automata.hoa:3518543.1-3518918.7,3,77,290,340,3,71,61,1,0,749.0,ok,15.0,ok,12.0,ok,17.0,ok,192.0,ok
287,data/automata/practice/practice_automata.hoa:3518919.1-3518962.7,3,8,27,64,2,8,7,1,0,115.0,ok,8.0,ok,1.0,ok,2.0,ok,42.0,ok
288,data/automata/practice/practice_automata.hoa:3518963.1-3518991.7,4,6,14,14,2,5,3,1,0,55.0,ok,4.0,ok,3.0,ok,4.0,ok,13.0,ok
289,data/automata/practice/practice_automata.hoa:3518992.1-3519134.7,4,28,106,126,2,26,22,1,0,90.0,ok,7.0,ok,6.0,ok,7.0,ok,47.0,ok
290,data/automata/practice/practice_automata.hoa:3519135.1-3519261.7,1,40,78,84,2,39,23,1,0,123.0,ok,16.0,ok,16.0,ok,16.0,ok,93.0,ok
291,data/automata/practice/practice_automata.hoa:3519262.1-3519322.7,2,11,41,49,2,10,10,1,0,99.0,ok,3.0,ok,2.0,ok,2.0,ok,33.0,ok
292,data/automata/practice/practice_automata.hoa:3519323.1-3519366.7,3,8,27,64,2,8,7,1,0,115.0,ok,8.0,ok,1.0,ok,2.0,ok,42.0,ok
293,data/automata/practice/practice_automata.hoa:3519367.1-3520816.7,5,134,1307,1307,2,43,70,1,0,921.0,ok,52.0,ok,51.0,ok,51.0,ok,237.0,ok
294,data/automata/practice/practice_automata.hoa:3520817.1-3520970.7,3,47,98,331,2,16,12,1,0,462.0,ok,34.0,ok,30.0,ok,34.0,ok,193.0,ok
295,data/automata/practice/practice_automata.hoa:3520971.1-3520999.7,2,5,15,22,2,4,3,1,0,55.0,ok,4.0,ok,3.0,ok,4.0,ok,19.0,ok
296,data/automata/practice/practice_automata.hoa:3521000.1-3521109.7,3,22,79,79,2,15,14,1,0,176.0,ok,11.0,ok,10.0,ok,9.0,ok,65.0,ok
297,data/automata/practice/practice_automata.hoa:3521110.1-3521165.7,2,19,28,28,2,19,9,1,0,31.0,ok,12.0,ok,11.0,ok,11.0,ok,24.0,ok
298,data/automata/practice/practice_automata.hoa:3521166.1-3521192.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
299,data/automata/practice/practice_automata.hoa:3521193.1-3521214.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
300,data/automata/practice/practice_automata.hoa:3521215.1-3521466.7,8,27,216,468,2,8,19,1,0,160.0,ok,9.0,ok,9.0,ok,9.0,ok,42.0,ok
301,data/automata/practice/practice_automata.hoa:3521467.1-3521508.7,3,14,19,19,2,14,6,1,0,26.0,ok,10.0,ok,9.0,ok,9.0,ok,20.0,ok
302,data/automata/practice/practice_automata.hoa:3521509.1-3521576.7,2,16,43,46,2,12,11,1,0,66.0,ok,10.0,ok,9.0,ok,10.0,ok,39.0,ok
303,data/automata/practice/practice_automata.hoa:3521577.1-3521603.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
304,data/automata/practice/practice_automata.hoa:3521604.1-3521625.7,1,4,9,10,2,4,3,1,0,34.0,ok,2.0,ok,1.0,ok,2.0,ok,10.0,ok
305,data/automata/practice/practice_automata.hoa:3521626.1-3521647.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
306,data/automata/practice/practice_automata.hoa:3521648.1-3521821.7,2,35,130,160,2,34,24,1,0,116.0,ok,11.0,ok,10.0,ok,11.0,ok,67.0,ok
307,data/automata/practice/practice_automata.hoa:3521822.1-3530664.7,3,1933,6901,7393,4,550,925,1,0,34484.0,ok,424.0,ok,183.0,ok,247.0,ok,4249.0,ok
308,data/automata/practice/practice_automata.hoa:3530665.1-3531918.7,8,78,1167,5686,2,23,42,1,0,612.0,ok,28.0,ok,27.0,ok,30.0,ok,145.0,ok
309,data/automata/practice/practice_automata.hoa:3531919.1-3532275.7,3,74,274,284,2,52,61,1,0,331.0,ok,11.0,ok,9.0,ok,10.0,ok,72.0,ok
310,data/automata/practice/practice_automata.hoa:3532276.1-3532787.7,4,67,436,551,2,42,58,1,0,472.0,ok,51.0,ok,49.0,ok,56.0,ok,248.0,ok
311,data/automata/practice/practice_automata.hoa:3532788.1-3533197.7,4,59,342,429,2,17,26,1,0,1506.0,ok,33.0,ok,11.0,ok,20.0,ok,516.0,ok
312,data/automata/practice/practice_automata.hoa:3533198.1-3547679.7,3,1414,13059,13200,2,649,1159,1,0,11356.0,ok,493.0,ok,320.0,ok,465.0,ok,2897.0,ok
313,data/automata/practice/practice_automata.hoa:3547680.1-3547743.7,3,17,38,38,2,17,10,1,0,40.0,ok,8.0,ok,7.0,ok,7.0,ok,19.0,ok
314,data/automata/practice/practice_automata.hoa:3547744.1-3547765.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
315,data/automata/practice/practice_automata.hoa:3547766.1-3547831.7,1,17,40,41,2,16,11,1,0,73.0,ok,6.0,ok,4.0,ok,5.0,ok,38.0,ok
316,data/automata/practice/practice_automata.hoa:3547832.1-3547931.7,3,16,75,78,2,10,12,1,0,143.0,ok,5.0,ok,4.0,ok,4.0,ok,45.0,ok
317,data/automata/practice/practice_automata.hoa:3547932.1-3548067.7,2,33,94,122,2,10,8,1,0,605.0,ok,49.0,ok,22.0,ok,20.0,ok,181.0,ok
318,data/automata/practice/practice_automata.hoa:3548068.1-3548116.7,6,19,21,21,2,19,0,0,0,47.0,ok,19.0,ok,8.0,ok,8.0,ok,38.0,ok
319,data/automata/practice/practice_automata.hoa:3548117.1-3554969.7,4,1195,5649,7461,3,290,436,1,0,36327.0,ok,1921.0,ok,967.0,ok,1374.0,ok,7998.0,ok
320,data/automata/practice/practice_automata.hoa:3554970.1-3555050.7,3,18,54,54,2,13,11,1,0,97.0,ok,8.0,ok,7.0,ok,7.0,ok,25.0,ok
321,data/automata/practice/practice_automata.hoa:3555051.1-3555251.7,3,50,142,199,2,15,15,1,0,1083.0,ok,75.0,ok,38.0,ok,40.0,ok,269.0,ok
322,data/automata/practice/practice_automata.hoa:3555252.1-3555278.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
323,data/automata/practice/practice_automata.hoa:3555279.1-3555300.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
324,data/automata/practice/practice_automata.hoa:3555301.1-3555344.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
325,data/automata/practice/practice_automata.hoa:3555345.1-3562377.7,6,459,6565,8756,2,91,250,1,0,3518.0,ok,151.0,ok,151.0,ok,151.0,ok,831.0,ok
326,data/automata/practice/practice_automata.hoa:3562378.1-3562452.7,4,14,52,56,2,10,10,1,0,102.0,ok,6.0,ok,5.0,ok,6.0,ok,32.0,ok
327,data/automata/practice/practice_automata.hoa:3562453.1-3562491.7,1,8,22,23,2,7,6,1,0,34.0,ok,2.0,ok,2.0,ok,2.0,ok,15.0,ok
328,data/automata/practice/practice_automata.hoa:3562492.1-3722785.7,5,25822,134463,148417,4,7218,12086,1,0,,timeout,56662.0,ok,,timeout,67878.0,ok,,timeout
329,data/automata/practice/practice_automata.hoa:3722786.1-3722890.7,4,18,78,78,2,11,13,1,0,132.0,ok,9.0,ok,8.0,ok,8.0,ok,45.0,ok
330,data/automata/practice/practice_automata.hoa:3722891.1-3722917.7,3,8,10,10,2,8,3,1,0,20.0,ok,7.0,ok,6.0,ok,6.0,ok,14.0,ok
331,data/automata/practice/practice_automata.hoa:3722918.1-3723175.7,2,45,204,204,2,15,13,1,0,4742.0,ok,32.0,ok,18.0,ok,29.0,ok,130.0,ok
332,data/automata/practice/practice_automata.hoa:3723176.1-3723519.7,5,74,261,642,2,8,20,1,0,5919.0,ok,234.0,ok,107.0,ok,147.0,ok,689.0,ok
333,data/automata/practice/practice_automata.hoa:3723520.1-3723679.7,3,38,113,153,2,32,24,1,0,336.0,ok,14.0,ok,11.0,ok,16.0,ok,151.0,ok
334,data/automata/practice/practice_automata.hoa:3723680.1-3724798.7,3,310,800,1139,2,76,80,1,0,4208.0,ok,192.0,ok,108.0,ok,120.0,ok,1154.0,ok
335,data/automata/practice/practice_automata.hoa:3724799.1-3726052.7,8,78,1167,5686,2,23,42,1,0,612.0,ok,28.0,ok,27.0,ok,30.0,ok,145.0,ok
336,data/automata/practice/practice_automata.hoa:3726053.1-3726087.7,2,6,20,24,2,3,3,1,0,77.0,ok,8.0,ok,6.0,ok,7.0,ok,36.0,ok
337,data/automata/practice/practice_automata.hoa:3726088.1-3726837.7,3,131,610,610,3,49,67,1,0,8495.0,ok,47.0,ok,106.0,ok,29.0,ok,1039.0,ok
338,data/automata/practice/practice_automata.hoa:3726838.1-3727054.7,2,39,169,186,2,18,27,1,0,340.0,ok,32.0,ok,37.0,ok,30.0,ok,131.0,ok
339,data/automata/practice/practice_automata.hoa:3727055.1-3727190.7,2,33,94,122,2,10,8,1,0,605.0,ok,49.0,ok,22.0,ok,20.0,ok,181.0,ok
340,data/automata/practice/practice_automata.hoa:3727191.1-3727315.7,3,37,79,81,2,36,7,1,0,93.0,ok,31.0,ok,26.0,ok,27.0,ok,78.0,ok
341,data/automata/practice/practice_automata.hoa:3727316.1-3727527.7,2,59,144,234,2,27,0,0,0,151.0,ok,68.0,ok,20.0,ok,20.0,ok,129.0,ok
342,data/automata/practice/practice_automata.hoa:3727528.1-3727621.7,4,17,68,72,2,12,12,1,0,128.0,ok,8.0,ok,7.0,ok,6.0,ok,48.0,ok
343,data/automata/practice/practice_automata.hoa:3727622.1-3727665.7,3,8,27,64,2,8,7,1,0,115.0,ok,8.0,ok,1.0,ok,2.0,ok,42.0,ok
344,data/automata/practice/practice_automata.hoa:3727666.1-3727825.7,3,38,113,153,2,32,24,1,0,336.0,ok,14.0,ok,11.0,ok,16.0,ok,151.0,ok
345,data/automata/practice/practice_automata.hoa:3727826.1-3729284.7,4,158,1292,1373,3,48,98,1,0,,timeout,132.0,ok,165.0,ok,78.0,ok,1513.0,ok
346,data/automata/practice/practice_automata.hoa:3729285.1-3729365.7,2,16,56,56,3,16,13,1,0,24.0,ok,6.0,ok,5.0,ok,5.0,ok,12.0,ok
347,data/automata/practice/practice_automata.hoa:3729366.1-3729387.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
348,data/automata/practice/practice_automata.hoa:3729388.1-3730611.7,5,116,1099,1099,2,35,61,1,0,857.0,ok,42.0,ok,41.0,ok,41.0,ok,209.0,ok
349,data/automata/practice/practice_automata.hoa:3730612.1-3730633.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
350,data/automata/practice/practice_automata.hoa:3730815.1-3730854.7,3,8,23,27,2,5,5,1,0,73.0,ok,6.0,ok,5.0,ok,4.0,ok,28.0,ok
351,data/automata/practice/practice_automata.hoa:3730855.1-3730898.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
352,data/automata/practice/practice_automata.hoa:3730899.1-3731274.7,3,77,290,340,3,71,61,1,0,749.0,ok,15.0,ok,12.0,ok,17.0,ok,192.0,ok
353,data/automata/practice/practice_automata.hoa:3731275.1-3732762.7,5,140,1339,1339,2,38,83,1,0,1031.0,ok,38.0,ok,37.0,ok,37.0,ok,275.0,ok
354,data/automata/practice/practice_automata.hoa:3732763.1-3732955.7,3,34,150,238,2,25,22,1,0,221.0,ok,5.0,ok,4.0,ok,5.0,ok,80.0,ok
355,data/automata/practice/practice_automata.hoa:3732956.1-3732985.7,1,6,15,15,2,5,4,1,0,35.0,ok,4.0,ok,3.0,ok,4.0,ok,8.0,ok
356,data/automata/practice/practice_automata.hoa:3732986.1-3733012.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
357,data/automata/practice/practice_automata.hoa:3733013.1-3733148.7,2,33,94,122,2,10,8,1,0,605.0,ok,49.0,ok,22.0,ok,20.0,ok,181.0,ok
358,data/automata/practice/practice_automata.hoa:3733149.1-3736336.7,6,212,2967,3393,2,49,147,1,0,1791.0,ok,46.0,ok,45.0,ok,48.0,ok,549.0,ok
359,data/automata/practice/practice_automata.hoa:3736337.1-3736417.7,3,18,54,54,2,13,11,1,0,99.0,ok,8.0,ok,7.0,ok,7.0,ok,29.0,ok
360,data/automata/practice/practice_automata.hoa:3736418.1-3744324.7,3,824,7074,7176,2,311,485,1,0,9621.0,ok,487.0,ok,618.0,ok,474.0,ok,2790.0,ok
361,data/automata/practice/practice_automata.hoa:3744325.1-3744359.7,6,12,14,14,2,12,0,0,0,30.0,ok,12.0,ok,6.0,ok,6.0,ok,24.0,ok
362,data/automata/practice/practice_automata.hoa:3744360.1-3745818.7,4,158,1292,1373,3,48,98,1,0,,timeout,132.0,ok,165.0,ok,78.0,ok,1513.0,ok
363,data/automata/practice/practice_automata.hoa:3745819.1-3746978.7,6,90,1061,1694,2,37,53,1,0,583.0,ok,34.0,ok,34.0,ok,34.0,ok,141.0,ok
364,data/automata/practice/practice_automata.hoa:3746979.1-3747022.7,3,8,27,64,2,8,7,1,0,115.0,ok,8.0,ok,1.0,ok,2.0,ok,42.0,ok
