input.source,input.name,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,tool,exit_status,exit_code,time,output.ap,output.states,output.edges,output.transitions,output.acc_sets,output.scc,output.nondetstates,output.nondeterministic,output.alternating
data/automata/practice/practice_automata.hoa:644541.1-649182.7,,5,728,3905,5655,4,173,439,1,0,SaGE,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:3362603.1-3672725.7,,8,24145,285970,4523295,4,6948,12237,1,0,SaGE,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:3362603.1-3672725.7,,8,24145,285970,4523295,4,6948,12237,1,0,Kofola,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:3362603.1-3672725.7,,8,24145,285970,4523295,4,6948,12237,1,0,Seminator,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:3362603.1-3672725.7,,8,24145,285970,4523295,4,6948,12237,1,0,Autfilt,timeout,-1,300.078,,,,,,,,,
data/automata/practice/practice_automata.hoa:3873610.1-4033903.7,,5,25822,134463,148417,4,7218,12086,1,0,SaGE,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:3873610.1-4033903.7,,5,25822,134463,148417,4,7218,12086,1,0,SaGE+,timeout,-1,300,,,,,,,,,
data/automata/practice/practice_automata.hoa:1420317.1-2868824.7,,4,158507,1289993,2276310,3,86615,115361,1,0,Kofola,exit code,1,49.6048,,,,,,,,,
data/automata/practice/practice_automata.hoa:24554.1-28063.7,,3,863,2638,3085,3,207,328,1,0,SaGE,ok,0,42.4153,3,19864,227472,227472,1,4738,8570,1,0
data/automata/practice/practice_automata.hoa:24554.1-28063.7,,3,863,2638,3085,3,207,328,1,0,SaGE+,ok,0,9.76668,3,3279,23398,38328,1,834,1512,1,0
data/automata/practice/practice_automata.hoa:24554.1-28063.7,,3,863,2638,3085,3,207,328,1,0,Kofola,ok,0,0.116485,3,221,1052,1818,1,32,60,1,0
data/automata/practice/practice_automata.hoa:24554.1-28063.7,,3,863,2638,3085,3,207,328,1,0,Seminator,ok,0,0.310261,3,141,569,973,1,25,41,1,0
